a_1|a|indefinite article|A1|used before countable or singular nouns referring to people or things that have not already been mentioned|/ə/|/ə/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/a__/a__gb/a__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/a__/a__us/a__us_2_rr.mp3|a man/horse/unit;an aunt/egg/hour/X-ray;I can only carry two at a time.;There's a visitor for you.;She's a friend of my father's (= one of my father's friends).|https://www.oxfordlearnersdictionaries.com/definition/english/a_1
cigarette|cigarette|noun|A2|a thin tube of paper filled with tobacco, for smoking|/ˌsɪɡəˈret/|/ˈsɪɡəret/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cig/cigar/cigarette__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cig/cigar/cigarette__us_2_rr.mp3|to smoke/have a cigarette;a decrease in cigarette smoking; (British English) a packet of cigarettes; (especially North American English) a pack of cigarettes;to light a cigarette;the smell of cigarette smoke;There were three cigarette butts in the ashtray. ;The man stubbed out his cigarette and lit a new one. |https://www.oxfordlearnersdictionaries.com/definition/english/cigarette
cinema|cinema|noun|A1|a building in which films are shown|/ˈsɪnəmə/|/ˈsɪnəmə/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cin/cinem/cinema__gb_4.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cin/cinem/cinema__us_3.mp3|the local cinema; in a cinema The film has just opened in cinemas across the UK.;We were sitting in the cinema, waiting for the film to begin.; at a cinema a screening at a cinema in Leicester Square in London|https://www.oxfordlearnersdictionaries.com/definition/english/cinema
circle_1|circle|noun|A2|a completely round flat shape|/ˈsɜːkl/|/ˈsɜːrkl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cir/circl/circle__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cir/circl/circle__us_2.mp3|the centre/circumference/radius/diameter of a circle;concentric circles;a design of overlapping circles; circle of something Cut out two circles of paper.;Spread 1 tablespoon of the meat mixture on each circle of dough.;the circle of light thrown by the torch|https://www.oxfordlearnersdictionaries.com/definition/english/circle_1
circle_2|circle|verb|A2|to draw a circle around something|/ˈsɜːkl/|/ˈsɜːrkl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cir/circl/circle__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cir/circl/circle__us_2.mp3| circle something Luke circled a date on the kitchen calendar.;Respondents were asked to circle the appropriate answers.; circle something in something Spelling mistakes are circled in red ink.;She circled her birthday in red on the calendar.;Investigators circled bullet holes with chalk.|https://www.oxfordlearnersdictionaries.com/definition/english/circle_2
circumstance|circumstance|noun|B2|the conditions and facts that are connected with and affect a situation, an event or an action|/ˈsɜːkəmstəns/|/ˈsɜːrkəmstæns/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cir/circu/circumstance__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cir/circu/circumstance__us_3.mp3|Police said there were no suspicious circumstances surrounding the boy's death.; under … circumstances Under normal circumstances, your white blood cells are able to fight infections.; in … circumstances The company reserves the right to cancel this agreement in certain circumstances.;In exceptional circumstances, detainees could be denied access to a lawyer.;I know I can trust her in any circumstance.;Due to unforeseen circumstances, we have had to reschedule the concert.;Britain is fortunately not facing the same set of circumstances.;The court will take into account all the circumstances of the case.;Police are investigating the circumstances of the death of a baby boy.|https://www.oxfordlearnersdictionaries.com/definition/english/circumstance
cite|cite|verb|B2|to mention something as a reason or an example, or in order to support what you are saying|/saɪt/|/saɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cit/cite_/cite__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cit/cite_/cite__us_1.mp3| cite something She cited examples of companies the city has helped relocate or expand.;Citing unnamed sources, the newspaper reports that the two companies are nearing a deal.;There is no reason to doubt the information in the articles cited above.;He cited personal reasons for his decision to resign.;The Bank of England has cited concerns about inflation for the first time in four years.;Their method is similar to those used by many studies cited in this report.; cite something as something He cited his heavy workload as the reason for his breakdown.|https://www.oxfordlearnersdictionaries.com/definition/english/cite
citizen|citizen|noun|B2|a person who has the legal right to belong to a particular country|/ˈsɪtɪzn/|/ˈsɪtɪzn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cit/citiz/citizen__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cit/citiz/citizen__us_7.mp3|The defeat of the president did not change the lives of ordinary citizens for the better.;an economic slowdown that has left millions of our fellow citizens unemployed;She's Italian by birth but is now an Australian citizen.;Polish citizens living in other parts of the European Union;the government's failure to address the concerns of the average citizen ;In light of the unrest in the country, the US embassy has urged private citizens to leave.;I became a naturalized American citizen when I was 18.;He said the primary responsibility of a state is to protect its citizens from attack.;This shows that the government respects the rights of citizens.; citizen of something Some politicians seem to be treating the citizens of this country with contempt.|https://www.oxfordlearnersdictionaries.com/definition/english/citizen
city|city|noun|A1|a large and important town|/ˈsɪti/|/ˈsɪti/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cit/city_/city__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cit/city_/city__us_1.mp3|Parking is difficult in the city centre.;It is one of the world's most beautiful cities.;Riots occurred in all the major cities.;the country’s capital city;Mexico City has a population of more than 20 million people.;Manchester City Football Club; in a city We live in a big city.; the city of… a map of the city of Boston|https://www.oxfordlearnersdictionaries.com/definition/english/city
civil|civil|adjective|B2|connected with the people who live in a country|/ˈsɪvl/|/ˈsɪvl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/civ/civil/civil__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/civ/civil/civil__us_3.mp3|civil unrest (= that is caused by groups of people within a country);civil strife/conflict;There were concerns that the economic reforms might lead to civil unrest.|https://www.oxfordlearnersdictionaries.com/definition/english/civil
claim_2|claim|noun|B1|a statement that something is true although it has not been proved and other people may not agree with or believe it|/kleɪm/|/kleɪm/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cla/claim/claim__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cla/claim/claim__us_1.mp3| claim about somebody/something The company had made false claims about its products.; claim of something to reject/dismiss/deny claims of discrimination;a report examining claims of corrupt links between politicians; claim that… The singer has denied the magazine's claim that she is leaving the band.|https://www.oxfordlearnersdictionaries.com/definition/english/claim_2
claim_1|claim|verb|B1|to say that something is true although it has not been proved and other people may not believe it|/kleɪm/|/kleɪm/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cla/claim/claim__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cla/claim/claim__us_1.mp3| claim (that)… He claims (that) he was not given a fair hearing.; claim to be/do something I don't claim to be an expert.;She claimed to hate all art.; claim somebody/something to be/do something She's not the saint that many have claimed her to be.;After disappointing box office results, newspapers claimed the show to be a failure; claim something Scientists are claiming a major breakthrough in the fight against cancer.; it is claimed that… It was claimed that some doctors were working 80 hours a week.; + speech ‘I did not tell any lies,’ she claimed.|https://www.oxfordlearnersdictionaries.com/definition/english/claim_1
class_1|class|noun|A1|a group of students who are taught together|/klɑːs/|/klæs/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cla/class/class__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cla/class/class__us_1.mp3| in the/your class We were in the same class at school.;She is the youngest in her class.;He came top of the class.;The whole class was/were told to stay behind after school.|https://www.oxfordlearnersdictionaries.com/definition/english/class_1
classic_1|classic|adjective|B2|accepted or deserving to be accepted as one of the best or most important of its kind|/ˈklæsɪk/|/ˈklæsɪk/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cla/class/classic__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cla/class/classic__us_2.mp3|a classic film/story/car/game ;I grew up listening to classic rock.;a classic novel/study/goal;This classic novel was first published in 1938.|https://www.oxfordlearnersdictionaries.com/definition/english/classic_1
classic_2|classic|noun|B2|a book, film or song which is well known and considered to be of very high quality, setting standards for other books, etc.|/ˈklæsɪk/|/ˈklæsɪk/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cla/class/classic__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cla/class/classic__us_2.mp3|The film is now a cult classic.;The song became an instant classic.;The novel may become a modern classic.;English classics such as ‘Alice in Wonderland’;His book is something of a classic of the genre.;one of the true classics of French cinema|https://www.oxfordlearnersdictionaries.com/definition/english/classic_2
classical|classical|adjective|A2|relating to classical music|/ˈklæsɪkl/|/ˈklæsɪkl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cla/class/classical__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cla/class/classical__us_2.mp3|a classical composer/musician/pianist;a classical concert|https://www.oxfordlearnersdictionaries.com/definition/english/classical
classroom|classroom|noun|A1|a room where a class of children or students is taught|/ˈklɑːsruːm/|/ˈklæsruːm/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cla/class/classroom__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cla/class/classroom__us_1_rr.mp3|classroom activities;classroom teaching/teachers; in the classroom the use of computers in the classroom|https://www.oxfordlearnersdictionaries.com/definition/english/classroom
clause|clause|noun|B1|a group of words that includes a subject and a verb, and forms a sentence or part of a sentence|/klɔːz/|/klɔːz/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cla/claus/clause__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cla/claus/clause__us_1.mp3| in a clause There are languages that require the subject to come before the object in a clause.;It is the object of the verb of the clause.;Commas are used to separate clauses of sentences.;the second clause in the sentence|https://www.oxfordlearnersdictionaries.com/definition/english/clause
clean_1|clean|adjective|A1|not dirty|/kliːn/|/kliːn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cle/clean/clean__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cle/clean/clean__us_1.mp3|Are your hands clean?;She wiped all the surfaces clean.; (British English) It is your responsibility to keep the room clean and tidy.; (North American English) Keep your room neat and clean.;I can't find a clean shirt (= one I haven't worn since it was washed).;The hotel was spotlessly (= extremely) clean.;The council does a good job keeping the streets clean.|https://www.oxfordlearnersdictionaries.com/definition/english/clean_1
clean_2|clean|verb|A1|to remove the dirt or dust from something|/kliːn/|/kliːn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cle/clean/clean__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cle/clean/clean__us_1.mp3|I spent all day cooking and cleaning.; clean something to clean the windows/bath/floor/house;His mother told him to clean his room.;He gently cleaned the wound and dressed it.;Have you cleaned your teeth?;The villa is cleaned twice a week.|https://www.oxfordlearnersdictionaries.com/definition/english/clean_2
cleaning|cleaning|noun|D|the work of making the inside of a house, etc. clean|/ˈkliːnɪŋ/|/ˈkliːnɪŋ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cle/clean/cleaning__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cle/clean/cleaning__us_1.mp3|They pay someone to do the cleaning.|https://www.oxfordlearnersdictionaries.com/definition/english/cleaning
clear_1|clear|adjective|A2|easy to understand and not confusing|/klɪə(r)/|/klɪr/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cle/clear/clear__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cle/clear/clear__us_1.mp3|She gave me clear and precise directions.;Are these instructions clear enough?;Your meaning needs to be clear.;You'll do as you're told—is that clear?; clear about something She was quite clear about her reasons for leaving.;This behaviour must stop—do I make myself clear (= express myself clearly so there is no doubt about what I mean)?;I hope I made it clear to him that he was no longer welcome here.|https://www.oxfordlearnersdictionaries.com/definition/english/clear_1
clear_2|clear|verb|B1|to remove things that are not wanted or needed from something|/klɪə(r)/|/klɪr/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cle/clear/clear__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cle/clear/clear__us_1.mp3| clear something The settlers cleared the land and planted crops.;It was several hours before the road was cleared after the accident.;It's your turn to clear the table (= to take away the dirty plates, etc. after a meal).;They started clearing a path through the dense jungle.;The work of clearing the debris is in its final stages.;She cleared a space on the sofa for him to sit down.;I had cleared my desk before I left.; clear A of B I cleared my desk of papers.;The streets had been cleared of snow.; clear B from/off A Clear all those papers off the desk.;The remains of the snow had been cleared from the streets.|https://www.oxfordlearnersdictionaries.com/definition/english/clear_2
clearly|clearly|adverb|A2|in a way that is easy to see or hear|/ˈklɪəli/|/ˈklɪrli/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cle/clear/clearly__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cle/clear/clearly__us_2.mp3|Please speak clearly after the tone.;It's difficult to see anything clearly in this mirror.;The church was clearly visible from my bedroom window.|https://www.oxfordlearnersdictionaries.com/definition/english/clearly
clever|clever|adjective|A2|quick at learning and understanding things|/ˈklevə(r)/|/ˈklevər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cle/cleve/clever__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cle/cleve/clever__us_1.mp3|a clever child;Clever girl!;He's too clever by half, if you ask me (= it annoys me or makes me suspicious).;They're not clever enough to find the code.|https://www.oxfordlearnersdictionaries.com/definition/english/clever
click_2|click|noun|B1|the act of pressing the button on a computer mouse or touchpad|/klɪk/|/klɪk/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cli/click/click__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cli/click/click__us_1.mp3|a mouse click;It only took me a couple of clicks to find what I was looking for.;The clunky interface requires too many clicks to accomplish anything.; click on something a double click on the filename; at the click of something A vast amount of information now available at the click of a mouse.|https://www.oxfordlearnersdictionaries.com/definition/english/click_2
click_1|click|verb|B1|to choose a particular function or item on a computer screen, etc., by pressing one of the buttons on a mouse or touchpad|/klɪk/|/klɪk/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cli/click/click__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cli/click/click__us_1.mp3|Click here to add your opinion to the survey.; click something Click the OK button to start.; Just click the link below.; click on something I clicked on the link to the next page of the website.; click for something Click for more images.|https://www.oxfordlearnersdictionaries.com/definition/english/click_1
client|client|noun|B1|a person who uses the services or advice of a professional person or organization|/ˈklaɪənt/|/ˈklaɪənt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cli/clien/client__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cli/clien/client__us_1.mp3|She's a well-known lawyer with many famous clients.;potential/prospective clients;It is our job to act on behalf of the client.;We will advise the client on the best way to solve the problem.;Social workers must always consider the best interests of their clients.;Corporate clients usually want their work done much faster than private clients.|https://www.oxfordlearnersdictionaries.com/definition/english/client
climate|climate|noun|A2|the regular pattern of weather conditions of a particular place|/ˈklaɪmət/|/ˈklaɪmət/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cli/clima/climate__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cli/clima/climate__us_1.mp3|a tropical/warm/mild/temperate/cold climate;the harsh climate of the Arctic regions|https://www.oxfordlearnersdictionaries.com/definition/english/climate
climb_2|climb|noun|B1|an act of climbing up a mountain, rock or large number of steps; a period of time spent climbing|/klaɪm/|/klaɪm/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cli/climb/climb__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cli/climb/climb__us_1.mp3|an exhausting climb;It's an hour's climb to the summit.;After a steep climb we reached a plateau.; climb up something We began our climb up the hill.|https://www.oxfordlearnersdictionaries.com/definition/english/climb_2
climb_1|climb|verb|A1|to go up something towards the top|/klaɪm/|/klaɪm/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cli/climb/climb__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cli/climb/climb__us_1.mp3| climb (up) something to climb a mountain/tree;She climbed up the stairs.;to climb a ladder/wall;They climbed the steps to the front door.;The car slowly climbed the hill.;The boarding party began to climb up the side of the ship.; climb (up) As they climbed higher, the air became cooler.;You can climb to the top of the tower and take in the view.;He climbed up and inspected the damage to the roof.|https://www.oxfordlearnersdictionaries.com/definition/english/climb_1
clock_1|clock|noun|A1|an instrument for measuring and showing time, in a room, on the wall of a building or on a computer screen (not worn or carried like a watch)|/klɒk/|/klɑːk/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clo/clock/clock__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/clo/clock/clock__us_1.mp3|The clock struck twelve/midnight.;The clock is fast/slow (= showing a time later/earlier than the true time).;The clock has stopped.;The clock is right/wrong.;My clock said 9.02.; by a clock It was ten past six by the kitchen clock.;the clock face (= the front part of a clock with the numbers on);The hands of the clock crept slowly around.;The sound of a clock ticking somewhere in the house kept him awake.;Ellen heard the loud ticking of the clock in the hall.; on a clock She checked the time on the clock.|https://www.oxfordlearnersdictionaries.com/definition/english/clock_1
close2_1|close2|adjective|A2|near in space or time|/kləʊs/|/kləʊs/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clo/close/close__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/clo/close/close__us_2.mp3|I had no idea the beach was so close.; close to somebody/something Our new house is close to the school.;The children are close to each other in age.;She is looking for a job closer to home.; close together The tables were too close together.;Their birthdays are very close together.;This is the closest we can get to the beach by car.;We all have to work in close proximity (= near each other).;Victory was tantalizingly close.|https://www.oxfordlearnersdictionaries.com/definition/english/close2_1
close2_2|close2|adverb|B1|near; not far away|/kləʊs/|/kləʊs/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clo/close/close__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/clo/close/close__us_2.mp3| + adv./prep. They sat close together.;A second police car followed close behind.;They are edging closer to an agreement.;Don't come too close!;He moved closer so that he could hear her better. ;I couldn't get close enough to see.;The days were growing colder as winter drew closer.;Stay close to me!;She held Tom close and pressed her cheek to his.|https://www.oxfordlearnersdictionaries.com/definition/english/close2_2
close1_2|close1|noun|B2|the end of a period of time or an activity|/kləʊz/|/kləʊz/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clo/close/close__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/clo/close/close__us_1.mp3|at the close of the seventeenth century;His life was drawing to a close.;Can we bring this meeting to a close?;This chapter of her life had come to a close.;By the close of London trading, Wall Street was up 9.78 points.;The West Indies were 98 for 3 at the close of play (= at the end of the day’s play in a cricket match).|https://www.oxfordlearnersdictionaries.com/definition/english/close1_2
close1_1|close1|verb|A1|to put something into a position so that it covers an opening; to get into this position|/kləʊz/|/kləʊz/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clo/close/close__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/clo/close/close__us_1.mp3|He closed the door firmly.;Would anyone mind if I closed the window?;She closed the gate behind her.;It's dark now—let's close the curtains.;I closed my eyes against the bright light.;The doors open and close automatically.|https://www.oxfordlearnersdictionaries.com/definition/english/close1_1
closed|closed|adjective|A2|shut|/kləʊzd/|/kləʊzd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clo/close/closed__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/clo/close/closed__us_1.mp3|Keep the door closed.;He was slumped in a chair and his eyes were closed.;Store any leftovers in a closed container in the fridge.|https://www.oxfordlearnersdictionaries.com/definition/english/closed
closely|closely|adverb|B2|near in space or time|/ˈkləʊsli/|/ˈkləʊsli/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clo/close/closely__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/clo/close/closely__us_3.mp3|He walked into the room, closely followed by the rest of the family.;closely spaced rows of seats;streets of closely packed terraced houses|https://www.oxfordlearnersdictionaries.com/definition/english/closely
cloth|cloth|noun|B1|material made by weaving or knitting cotton, wool, silk, etc.|/klɒθ/|/klɔːθ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clo/cloth/cloth__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/clo/cloth/cloth__us_1.mp3|woollen/cotton/linen cloth;a piece of cloth;His bandages had been made from strips of cloth.;the cloth industry/trade;a cloth bag|https://www.oxfordlearnersdictionaries.com/definition/english/cloth
clothes|clothes|noun|A1|the things that you wear, such as trousers, dresses and jackets|/kləʊðz/|/kləʊðz/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clo/cloth/clothes__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/clo/cloth/clothes__us_2_rr.mp3|I bought some new clothes for the trip.;They were dressed in designer clothes (= clothes designed by famous fashion designers).;to put on/take off your clothes;clean/dirty clothes;a police officer in civilian clothes (= not in uniform);work clothes (= for wearing to work);She was wearing casual clothes.;maternity/baby clothes (= for pregnant women/babies);winter/summer clothes;a clothes shop;She has no clothes sense (= she does not know what clothes look attractive).;Bring a change of clothes with you.|https://www.oxfordlearnersdictionaries.com/definition/english/clothes
clothing|clothing|noun|A2|clothes, especially a particular type of clothes|/ˈkləʊðɪŋ/|/ˈkləʊðɪŋ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clo/cloth/clothing__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/clo/cloth/clothing__us_1.mp3|Workers at the factory wear protective clothing.;a man wearing dark clothing;an item of clothing;warm clothing;the high cost of food and clothing;a piece/an article of clothing;Did you bring a change of clothing?;stalls selling clothing for men and women;The charity helped her out with clothing for work.; on clothing They found blood on his clothing.;a clothing store ;a clothing manufacturer|https://www.oxfordlearnersdictionaries.com/definition/english/clothing
cloud_1|cloud|noun|A2|a grey or white mass that floats in the sky, made of very small drops of water |/klaʊd/|/klaʊd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clo/cloud/cloud__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/clo/cloud/cloud__us_1.mp3|Dark clouds were gathering in the west.;The cloud cover is quite dense today.;black/grey clouds;thick/dense cloud;The sun went behind a cloud.;It was scorching and there wasn't a cloud in the sky.; in cloud The plane was flying in cloud most of the way.; through the clouds She could see the sun through the clouds.|https://www.oxfordlearnersdictionaries.com/definition/english/cloud_1
club_1|club|noun|A1|an organization for people who share an interest or do a sport or activity together|/klʌb/|/klʌb/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clu/club_/club__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/clu/club_/club__us_1.mp3|a golf/tennis/chess/film club ;I joined a local canoeing club.;They belong to the same golf club.;Grandad is a member of the bowling club.;For details on club membership email the address below.;The club hopes to raise at least $10 000 for six local charities.|https://www.oxfordlearnersdictionaries.com/definition/english/club_1
clue_1|clue|noun|B1|an object, a piece of evidence or some information that helps the police solve a crime|/kluː/|/kluː/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clu/clue_/clue__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/clu/clue_/clue__us_1.mp3|The burglar left no clues.; clue about something They are searching for clues about the kidnapping.; clue (as) to something The police think the CCTV recording may offer clues to the identity of the killer.|https://www.oxfordlearnersdictionaries.com/definition/english/clue_1
coach_1|coach|noun|A2|a person who trains a person or team in sport|/kəʊtʃ/|/kəʊtʃ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/coa/coach/coach__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/coa/coach/coach__us_1.mp3|the head/assistant coach;a basketball/football coach;the team coach ;the England coach ;Italy’s national coach ;Coach Bob Shapiro;the Giants coach Tom Coughlin; coach of/with/for somebody/something the coach of the New York Knicks;a coach with the Chicago Cubs;a coach for the US Olympic team;He is a former college football coach. |https://www.oxfordlearnersdictionaries.com/definition/english/coach_1
coach_2|coach|verb|B1|to train somebody to play a sport, to do a job better, or to improve a skill|/kəʊtʃ/|/kəʊtʃ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/coa/coach/coach__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/coa/coach/coach__us_1.mp3| coach somebody He has coached the team for five years.;She has coached hundreds of young singers.; coach somebody for something Her father coached her for the Olympics.; coach somebody in something Youngsters will be coached in the basics of the game.; coach something He coaches basketball and soccer.|https://www.oxfordlearnersdictionaries.com/definition/english/coach_2
coal|coal|noun|B1|a hard black mineral that is found below the ground and burnt to produce heat|/kəʊl/|/kəʊl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/coa/coal_/coal__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/coa/coal_/coal__us_1.mp3|I put more coal on the fire.;a lump of coal;coal mining;She sat by the coal fire in the kitchen.;Plans were being drawn up for the privatization of the coal industry.;These men had spent their lives breathing coal dust.|https://www.oxfordlearnersdictionaries.com/definition/english/coal
coast_1|coast|noun|A2|the land next to or near to the sea or ocean|/kəʊst/|/kəʊst/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/coa/coast/coast__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/coa/coast/coast__us_1.mp3|a trip to the coast; coast of something They plan to swim around the coast of Ireland.;the southern/northern/eastern/western coast of Spain; on the coast a town on the south/east coast of England; off the coast islands off the north/west coast of Scotland; along the coast We walked along the coast for five miles.; at the coast We spent the day at the coast.; by the coast a holiday by the coast; from coast to coast He cycled 2  500 miles across Australia from coast to coast.;the Atlantic coast;That's a pretty stretch of coast.;The coast road is closed due to bad weather.|https://www.oxfordlearnersdictionaries.com/definition/english/coast_1
coat_1|coat|noun|A1|a piece of outdoor clothing that is worn over other clothes to keep warm or dry. Coats have sleeves (= parts covering the arms) and may be long or short.|/kəʊt/|/kəʊt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/coa/coat_/coat__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/coa/coat_/coat__us_1.mp3|to wear a coat;to put on/take off your coat ;a fur coat;a leather coat;a long winter coat; in a coat a man in a black coat;I dressed in my finest blue wool coat.;He slipped the letter into his coat pocket.|https://www.oxfordlearnersdictionaries.com/definition/english/coat_1
code_1|code|noun|A2|a system of words, letters, numbers or symbols that represent a message or record information secretly or in a shorter form|/kəʊd/|/kəʊd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cod/code_/code__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cod/code_/code__us_1.mp3|to break/crack a code (= to understand and read the message); in code It's written in code.;In the event of the machine not operating correctly, an error code will appear.;Tap your code number into the machine.;The code was difficult to crack.|https://www.oxfordlearnersdictionaries.com/definition/english/code_1
