a_1|a|indefinite article|A1|used before countable or singular nouns referring to people or things that have not already been mentioned|/ə/|/ə/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/a__/a__gb/a__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/a__/a__us/a__us_2_rr.mp3|<li class="" htag="li"><span class="x">a man/horse/unit</span></li>;<li class="" htag="li"><span class="x">an aunt/egg/hour/X-ray</span></li>;<li class="" htag="li"><span class="x">I can only carry two at a time.</span></li>;<li class="" htag="li"><span class="x">There's a visitor for you.</span></li>;<li class="" htag="li"><span class="x">She's a friend of my father's <span class="gloss" hclass="gloss" htag="span">(= one of my father's friends)</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/a_1
fight_2|fight|noun|A2|a struggle against somebody/something using physical force|/faɪt/|/faɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fig/fight/fight__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fig/fight/fight__us_1.mp3|<li class="" htag="li"><span class="x">a street/gang fight </span></li>;<li class="" htag="li"><span class="cf" hclass="cf" htag="span">fight with somebody/something</span> <span class="x">He <span class="cl">got into a fight</span> with a man in the bar.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(figurative)</span> <span class="x">I had a fight with the ticket machine, which was being temperamental.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fight between A and B</span> <span class="x">A <span class="cl">fight broke out</span> between rival groups of fans.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/fight_2
fight_1|fight|verb|A2|to take part in a war or battle against an enemy|/faɪt/|/faɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fig/fight/fight__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fig/fight/fight__us_1.mp3|<li class="" htag="li"><span class="x">soldiers trained to fight</span></li>;<li class="" htag="li"><span class="x">He fought in Vietnam.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fight against somebody</span> <span class="x">My grandfather fought against the Fascists in Spain.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fight somebody/something</span> <span class="x">to <span class="cl">fight a war/battle</span></span></li>;<li class="" htag="li"><span class="x">They gathered soldiers to fight the invading army.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fight for something</span> <span class="x">They fought for control of the island.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fight somebody/something for something</span> <span class="x">Didn't we fight a war for freedom?</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fight over something</span> <span class="x">They were fighting over disputed land.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fight somebody/something over something</span> <span class="x">Future wars will be fought over water supplies.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/fight_1
fighting|fighting|noun|B1|the activity of being involved in a battle against an enemy|/ˈfaɪtɪŋ/|/ˈfaɪtɪŋ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fig/fight/fighting__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fig/fight/fighting__us_1.mp3|<li class="" htag="li"><span class="x">Fighting broke out in three districts of the city last night.</span></li>;<li class="" htag="li"><span class="x">The island was the scene of <span class="cl">heavy fighting</span> during World War II.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fighting with somebody/something</span> <span class="x">At least 50 were killed in <span class="cl">fierce fighting</span> with local militia. </span></li>;<li class="" htag="li"><span class="cf" hclass="cf" htag="span">fighting between A and B</span> <span class="x">The fighting between the rebels and our troops continues. </span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/fighting
figure_1|figure|noun|A2|a number representing a particular amount, especially one given in official information|/ˈfɪɡə(r)/|/ˈfɪɡjər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fig/figur/figure__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fig/figur/figure__us_2.mp3|<li class="" htag="li"><span class="x">the latest <span class="cl">sales/crime/unemployment figures</span></span></li>;<li class="" htag="li"><span class="x"><span class="cl">Official figures</span> indicate that crime is falling.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">Figures</span> for April <span class="cl">show</span> a slight improvement on previous months.</span></li>;<li class="" htag="li"><span class="x">By 2017, this <span class="cl">figure</span> had <span class="cl">risen</span> to 14 million.</span></li>;<li class="" htag="li"><span class="x">Viewing <span class="cl">figures</span> for the series have <span class="cl">dropped</span> dramatically.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">Figures released by</span> the hospital reveal a rise in the number of admissions.</span></li>;<li class="" htag="li"><span class="x">Experts put the real figure at closer to 75%.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">according to… figures </span><span class="x">According to government figures, 3.6 million children are living in poverty.</span></li>;<li class="" htag="li"><span class="x">Her argument is backed up with plenty of <span class="cl">facts and figures</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/figure_1
figure_2|figure|verb|B2|to be part of a process, situation, etc. especially an important part|/ˈfɪɡə(r)/|/ˈfɪɡjər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fig/figur/figure__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fig/figur/figure__us_2.mp3|<li class="" htag="li"><span class="x">My feelings about the matter didn't seem to figure at all.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">figure in something</span> <span class="x">The question of the peace settlement is likely to <span class="cl">figure prominently</span> in the talks.</span></li>;<li class="" htag="li"><span class="x">Do I still figure in your plans?</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">figure on something</span> <span class="x">It did not figure high on her list of priorities.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">figure among somebody/something</span> <span class="x">This man did not figure among the suspects.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/figure_2
file_1|file|noun|B1|a box or folded piece of card for keeping loose papers together and in order|/faɪl/|/faɪl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fil/file_/file__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fil/file_/file__us_1.mp3|<li class="" htag="li"><span class="x">a box file</span></li>;<li class="" htag="li"><span class="x">A stack of files awaited me on my desk.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">in a file</span> <span class="x">I keep paper copies of all my invoices in this file.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/file_1
file_2|file|verb|B2|to put and keep paper documents in a particular place and in a particular order so that you can find them easily; to put a paper document in a box, file, etc.|/faɪl/|/faɪl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fil/file_/file__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fil/file_/file__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">file something (+ adv./prep.)</span> <span class="x">The forms should be filed alphabetically.</span></li>;<li class="" htag="li"><span class="x">Please file it in my ‘Research’ file.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">file something away</span> <span class="x">I filed the letters away in a drawer.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/file_2
fill_1|fill|verb|A1|to make something full of something; to become full of something|/fɪl/|/fɪl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fil/fill_/fill__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fil/fill_/fill__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fill something</span> <span class="x">Please fill this glass for me.</span></li>;<li class="" htag="li"><span class="x">to <span class="cl">fill a space/vacuum/void</span></span></li>;<li class="" htag="li"><span class="x">Smoke <span class="cl">filled the room</span>.</span></li>;<li class="" htag="li"><span class="x">Her image filled the screen.</span></li>;<li class="" htag="li"><span class="x">The wind filled the sails.</span></li>;<li class="" htag="li"><span class="x">A Disney film can always fill cinemas <span class="gloss" hclass="gloss" htag="span">(= attract a lot of people to see it)</span>.</span></li>;<li class="" htag="li"><span class="x">The school is <span class="cl">filled to capacity</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fill something with something</span> <span class="x">She filled the page with writing.</span></li>;<li class="" htag="li"><span class="x">bags filled with household waste</span></li>;<li class="" htag="li"><span class="x">Carl took a mug and <span class="cl">filled it to the brim</span> with hot coffee.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fill something + adj.</span> <span class="x">Fill a pan half full of water.</span></li>;<li class="" htag="li"><span class="x">You've filled it too full.</span></li>;<li class="" htag="li"><span class="x">The room was filling quickly.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fill with something</span> <span class="x">Her eyes suddenly filled with tears.</span></li>;<li class="" htag="li"><span class="x">The room filled with smoke.</span></li>;<li class="" htag="li"><span class="x">The sails filled with wind.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/fill_1
film_1|film|noun|A1|a series of moving pictures recorded with sound that tells a story, watched at a cinema or on a television or other device|/fɪlm/|/fɪlm/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fil/film_/film__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fil/film_/film__us_1.mp3|<li class="" htag="li"><span class="x">Let's stay in and <span class="cl">watch a film</span>.</span></li>;<li class="" htag="li"><span class="x">We're going out to <span class="cl">see a film</span>.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">There's a good film on</span> tonight <span class="gloss" hclass="gloss" htag="span">(= showing at the cinema or on TV)</span>.</span></li>;<li class="" htag="li"><span class="x">a <span class="cl">horror/documentary/feature film</span></span></li>;<li class="" htag="li"><span class="x">an <span class="cl">action/animated</span> film</span></li>;<li class="" htag="li"><span class="x">a <span class="cl">silent film</span> <span class="gloss" hclass="gloss" htag="span">(= one recorded without sound)</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">a film about something</span> <span class="x">As a student he <span class="cl">made a</span> short <span class="cl">film</span> about his home town.</span></li>;<li class="" htag="li"><span class="x">to <span class="cl">shoot/direct/produce a film</span></span></li>;<li class="" htag="li"><span class="x">The film was shot on location in France.</span></li>;<li class="" htag="li"><span class="x">The film has been downloaded some 21 million times since its release.</span></li>;<li class="" htag="li"><span class="x">a <span class="cl">film crew/critic/director/producer</span></span></li>;<li class="" htag="li"><span class="x">an international <span class="cl">film festival</span></span></li>;<li class="" htag="li"><span class="x">a <span class="cl">film version/adaptation</span> of a novel by Henry James</span></li>;<li class="" htag="li"><span class="x">His film credits <span class="gloss" hclass="gloss" htag="span">(= the films he has made)</span> as director include ‘Mood Music’ and ‘Lies’.</span></li>;<li class="" htag="li"><span class="x">He's a great composer of film music.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/film_1
film_2|film|verb|A2|to make a film of a story or a real event; to record somebody/something on film|/fɪlm/|/fɪlm/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fil/film_/film__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fil/film_/film__us_1.mp3|<li class="" htag="li"><span class="x">They are filming in Moscow right now.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">film something/somebody</span> <span class="x">The show was filmed on location in New York.</span></li>;<li class="" htag="li"><span class="x">It took them six weeks to film the documentary.</span></li>;<li class="" htag="li"><span class="x">That day, we filmed the scene in the church.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">film somebody/something doing something</span> <span class="x">A young boy was filmed by the security camera stealing a pair of jeans. </span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/film_2
